address,coordinates
"100 Hillside Dr, Thomasville, NC 27360","{'latitude': 35.883457, 'longitude': -80.12326}"
"505 Pineywood Rd, Thomasville, NC 27360","{'latitude': 35.88999, 'longitude': -80.10545}"
"Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.887863, 'longitude': -80.11549}"
"310 Mary Lou Ave, Thomasville, NC 27360","{'latitude': 35.881245, 'longitude': -80.10786}"
"222 Santa Fe Cres, Thomasville, NC 27360","{'latitude': 35.87943, 'longitude': -80.11707}"
"10 Pineywood Ct, Thomasville, NC 27360","{'latitude': 35.87828, 'longitude': -80.10502}"
"335 Carroll St, Thomasville, NC 27360","{'latitude': 35.884743, 'longitude': -80.098785}"
"0 Old Highway 29, Thomasville, NC 27360","{'latitude': 35.87475, 'longitude': -80.143456}"
"207 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.879578, 'longitude': -80.12917}"
"205 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.87975, 'longitude': -80.12911}"
"7 Finch Ave, Thomasville, NC 27360","{'latitude': 35.87905, 'longitude': -80.09354}"
"631 Gate Rd, Thomasville, NC 27360","{'latitude': 35.905647, 'longitude': -80.12739}"
"206 Black Ave, Thomasville, NC 27360","{'latitude': 35.877945, 'longitude': -80.132034}"
"936 W Cooksey Dr, Thomasville, NC 27360","{'latitude': 35.89871, 'longitude': -80.09631}"
"936 W Cooksey Dr, Thomasville, NC 27360","{'latitude': 35.89873, 'longitude': -80.09641}"
"11 Howard St, Thomasville, NC 27360","{'latitude': 35.88123, 'longitude': -80.106766}"
"833 Bowerwood Dr, Thomasville, NC 27360","{'latitude': 35.8915, 'longitude': -80.09777}"
"736 Salem St, Thomasville, NC","{'latitude': 35.89558, 'longitude': -80.09128}"
"317 Spring St, Thomasville, NC 27360","{'latitude': 35.878036, 'longitude': -80.090546}"
"187 Holliman St, Thomasville, NC 27360","{'latitude': 35.8828, 'longitude': -80.11011}"
"1420 Jacob St, Thomasville, NC 27360","{'latitude': 35.89456, 'longitude': -80.109795}"
"111 Black Ave, Thomasville, NC 27360","{'latitude': 35.879, 'longitude': -80.13148}"
"200 Barrington St, Thomasville, NC 27360","{'latitude': 35.891144, 'longitude': -80.096504}"
"508 Pineywood Rd, Thomasville, NC 27360","{'latitude': 35.890186, 'longitude': -80.10469}"
"104 Black Ave, Thomasville, NC 27360","{'latitude': 35.87999, 'longitude': -80.13202}"
"1237 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.898804, 'longitude': -80.141045}"
"706 Railroad Ave, Thomasville, NC 27360","{'latitude': 35.879074, 'longitude': -80.10023}"
"109 Charles St, Thomasville, NC 27360","{'latitude': 35.88051, 'longitude': -80.10119}"
"907 W Cooksey Dr #A/B, Thomasville, NC 27360","{'latitude': 35.899105, 'longitude': -80.0917}"
"907 W Cooksey Dr, Thomasville, NC 27360","{'latitude': 35.89914, 'longitude': -80.09184}"
"6 Horizon Cres, Thomasville, NC 27360","{'latitude': 35.88488, 'longitude': -80.11978}"
"110 Moore St, Thomasville, NC 27360","{'latitude': 35.881947, 'longitude': -80.09731}"
"307 Barnwell St, Thomasville, NC 27360","{'latitude': 35.885567, 'longitude': -80.095085}"
"121 Santa Fe Cir, Thomasville, NC 27360","{'latitude': 35.8821, 'longitude': -80.11656}"
"117 Santa Fe Cir, Thomasville, NC 27360","{'latitude': 35.882256, 'longitude': -80.1161}"
"506 Lincoln St, Thomasville, NC 27360","{'latitude': 35.886223, 'longitude': -80.099884}"
"4 Lava Ln, Thomasville, NC 27360","{'latitude': 35.881332, 'longitude': -80.1154}"
"311 Spring St, Thomasville, NC 27360","{'latitude': 35.87813, 'longitude': -80.08999}"
"312 Mary Lou Ave, Thomasville, NC 27360","{'latitude': 35.881214, 'longitude': -80.108086}"
"1177 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.899437, 'longitude': -80.142204}"
"93 Ford St, Thomasville, NC 27360","{'latitude': 35.881577, 'longitude': -80.10793}"
"406 Haywood St, Thomasville, NC 27360","{'latitude': 35.879032, 'longitude': -80.092705}"
"414 Davidson St, Thomasville, NC 27360","{'latitude': 35.882607, 'longitude': -80.094696}"
"413 Haywood St, Thomasville, NC 27360","{'latitude': 35.87825, 'longitude': -80.09307}"
"9 Finch Ave, Thomasville, NC 27360","{'latitude': 35.878876, 'longitude': -80.093445}"
"111 Howard St, Thomasville, NC 27360","{'latitude': 35.88061, 'longitude': -80.10685}"
"202 Stone St, Thomasville, NC 27360","{'latitude': 35.8837, 'longitude': -80.09327}"
"7 Unity St, Thomasville, NC 27360","{'latitude': 35.897972, 'longitude': -80.09017}"
"509 Lynn Dr, Thomasville, NC 27360","{'latitude': 35.889324, 'longitude': -80.104065}"
"1522 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.88432, 'longitude': -80.120865}"
"213 Harmon Dr, Thomasville, NC 27360","{'latitude': 35.87794, 'longitude': -80.12631}"
"179 Rebecca Dr, Thomasville, NC 27360","{'latitude': 35.875675, 'longitude': -80.10726}"
"122 Coral Ln, Thomasville, NC 27360","{'latitude': 35.879776, 'longitude': -80.11562}"
"100 Pine Woods Church Rd, Thomasville, NC 27360","{'latitude': 35.904823, 'longitude': -80.09836}"
"0 Pine Woods Church Rd, Thomasville, NC 27360","{'latitude': 35.904778, 'longitude': -80.09831}"
"Evans Ave, Thomasville, NC 27360","{'latitude': 35.889378, 'longitude': -80.09993}"
"765 Whitehart School Rd, Thomasville, NC 27360","{'latitude': 35.907753, 'longitude': -80.122574}"
"760 Ed Sink Rd, Thomasville, NC 27360","{'latitude': 35.88601, 'longitude': -80.14215}"
"8 Jones Ave, Thomasville, NC 27360","{'latitude': 35.87896, 'longitude': -80.092094}"
"606 Clay St, Thomasville, NC 27360","{'latitude': 35.880424, 'longitude': -80.09845}"
"8 Jones Ave, Thomasville, NC 27360","{'latitude': 35.878944, 'longitude': -80.09216}"
"103 Moore St, Thomasville, NC 27360","{'latitude': 35.881424, 'longitude': -80.0969}"
"200 Carroll St, Thomasville, NC 27360","{'latitude': 35.88217, 'longitude': -80.09863}"
"219 Long St, Thomasville, NC 27360","{'latitude': 35.884212, 'longitude': -80.093956}"
"1148 W Green St, Thomasville, NC 27360","{'latitude': 35.88368, 'longitude': -80.10901}"
"110 Ford St, Thomasville, NC 27360","{'latitude': 35.879955, 'longitude': -80.108604}"
"413 Barnwell St, Thomasville, NC 27360","{'latitude': 35.887413, 'longitude': -80.0949}"
"Moore St, Thomasville, NC 27360","{'latitude': 35.888744, 'longitude': -80.096466}"
"1528 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.88463, 'longitude': -80.12195}"
"109 Howard St, Thomasville, NC 27360","{'latitude': 35.880367, 'longitude': -80.106804}"
"306 Bethlehem Ave, Thomasville, NC 27360","{'latitude': 35.87783, 'longitude': -80.12976}"
"112 Ford St, Thomasville, NC 27360","{'latitude': 35.8798, 'longitude': -80.10875}"
"607 Elizabeth Dr, Thomasville, NC 27360","{'latitude': 35.889874, 'longitude': -80.10361}"
"710 Barnwell St, Thomasville, NC 27360","{'latitude': 35.89082, 'longitude': -80.09542}"
"422 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.880924, 'longitude': -80.0955}"
"315 Carroll St, Thomasville, NC 27360","{'latitude': 35.88338, 'longitude': -80.0988}"
"1052 Whitehart School Rd, Thomasville, NC 27360","{'latitude': 35.908524, 'longitude': -80.11733}"
"414 Barnwell St, Thomasville, NC 27360","{'latitude': 35.88734, 'longitude': -80.09551}"
"4976 State Highway 29, Thomasville, NC 27360","{'latitude': 35.88321, 'longitude': -80.12468}"
"204 Barnwell St, Thomasville, NC 27360","{'latitude': 35.88278, 'longitude': -80.09551}"
"186 Rebecca Dr, Thomasville, NC 27360","{'latitude': 35.876137, 'longitude': -80.1081}"
"519 Pineywood Rd, Thomasville, NC 27360","{'latitude': 35.89222, 'longitude': -80.10599}"
"704 Kahler St, Thomasville, NC 27360","{'latitude': 35.89188, 'longitude': -80.09113}"
"206 Barnwell St, Thomasville, NC 27360","{'latitude': 35.883003, 'longitude': -80.09581}"
"1301 Florence Ave, Thomasville, NC 27360","{'latitude': 35.884853, 'longitude': -80.115234}"
"115 Mount Calvary Rd, Thomasville, NC 27360","{'latitude': 35.88716, 'longitude': -80.11598}"
"317 Martin Luther King Dr, Thomasville, NC 27360","{'latitude': 35.8839, 'longitude': -80.09964}"
"311 Long St, Thomasville, NC 27360","{'latitude': 35.885845, 'longitude': -80.093994}"
"127 Elizabeth Dr, Thomasville, NC 27360","{'latitude': 35.880444, 'longitude': -80.14295}"
"1816 Augusta Dr, Thomasville, NC 27360","{'latitude': 35.88071, 'longitude': -80.13185}"
"150 Worship Way, Thomasville, NC 27360","{'latitude': 35.89718, 'longitude': -80.102295}"
"803 Ray St, Thomasville, NC 27360","{'latitude': 35.877464, 'longitude': -80.10101}"
"Williams St, Thomasville, NC 27360","{'latitude': 35.87993, 'longitude': -80.097694}"
"504 Lexington Ave, Thomasville, NC 27360","{'latitude': 35.881153, 'longitude': -80.09636}"
"180 Holliman St, Thomasville, NC 27360","{'latitude': 35.881977, 'longitude': -80.11017}"
"201 Old Lexington Rd, Thomasville, NC 27360","{'latitude': 35.88159, 'longitude': -80.108475}"
"1648 Kanoy Rd, Thomasville, NC 27360","{'latitude': 35.89817, 'longitude': -80.13501}"
"691 Rich Hilton Rd, Thomasville, NC 27360","{'latitude': 35.91363, 'longitude': -80.115295}"
"35 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.93321, 'longitude': -80.110275}"
"132 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.94508, 'longitude': -80.11893}"
"132 White Oak Rd #30, Thomasville, NC 27360","{'latitude': 35.945118, 'longitude': -80.11888}"
"584 Mahogany Dr LOT 208, Thomasville, NC 27360","{'latitude': 35.94062, 'longitude': -80.11119}"
"267 Walker Rd, Thomasville, NC 27360","{'latitude': 35.918488, 'longitude': -80.11296}"
"644 Mahogany Dr LOT 205, Thomasville, NC 27360","{'latitude': 35.94055, 'longitude': -80.11224}"
"254 Ledford Cir, High Point, NC 27265","{'latitude': 35.94738, 'longitude': -80.117424}"
"268 N Mohawk Dr, High Point, NC 27262","{'latitude': 35.95099, 'longitude': -80.09471}"
"612 Mahogany Dr LOT 207, Thomasville, NC 27360","{'latitude': 35.940964, 'longitude': -80.11154}"
"630 Mahogany Dr LOT 206, Thomasville, NC 27360","{'latitude': 35.940872, 'longitude': -80.11187}"
"324 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.9437, 'longitude': -80.11596}"
"337 Friendship Ledford Rd, Thomasville, NC 27360","{'latitude': 35.948338, 'longitude': -80.12777}"
"672 Mahogany Dr LOT 203, Thomasville, NC 27360","{'latitude': 35.940792, 'longitude': -80.11295}"
"137 Cedar Bluff Ct, Thomasville, NC 27360","{'latitude': 35.945827, 'longitude': -80.11774}"
"599 Mahogany Dr LOT 215, Thomasville, NC 27360","{'latitude': 35.940098, 'longitude': -80.11172}"
"489 Home Place Rd, Thomasville, NC 27360","{'latitude': 35.926655, 'longitude': -80.11858}"
"486 Old Thomasville Rd, Winston Salem, NC 27107","{'latitude': 35.94553, 'longitude': -80.152245}"
"186 Ledford Cir, High Point, NC 27265","{'latitude': 35.94844, 'longitude': -80.118065}"
"460 Scenic Way, Thomasville, NC 27360","{'latitude': 35.917423, 'longitude': -80.09837}"
"200 Echo Trl, Thomasville, NC 27360","{'latitude': 35.9266, 'longitude': -80.1064}"
"573 Mahogany Dr LOT 217, Thomasville, NC 27360","{'latitude': 35.940136, 'longitude': -80.11021}"
"625 Mahogany Dr LOT 213, Thomasville, NC 27360","{'latitude': 35.940426, 'longitude': -80.112206}"
"613 Mahogany Dr LOT 214, Thomasville, NC 27360","{'latitude': 35.940067, 'longitude': -80.11185}"
"561 Mahogany Dr LOT 218, Thomasville, NC 27360","{'latitude': 35.940376, 'longitude': -80.11097}"
"4401 Midway School Rd, Winston Salem, NC 27107","{'latitude': 35.93974, 'longitude': -80.148224}"
"157 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.945427, 'longitude': -80.118034}"
"186 West Dr, Thomasville, NC 27360","{'latitude': 35.92461, 'longitude': -80.115814}"
"169 Hidden Acres Dr, Thomasville, NC 27360","{'latitude': 35.92471, 'longitude': -80.11184}"
"0 Hidden Acres Dr, Thomasville, NC 27360","{'latitude': 35.92367, 'longitude': -80.11077}"
"444 Walker Rd, Thomasville, NC 27360","{'latitude': 35.919155, 'longitude': -80.11613}"
"W Lexington Avenue Ext, High Point, NC 27265","{'latitude': 35.948383, 'longitude': -80.098465}"
"585 Mahogany Dr LOT 216, Thomasville, NC 27360","{'latitude': 35.94, 'longitude': -80.11079}"
"29 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.933056, 'longitude': -80.109344}"
"340 Friendship Ledford Rd, Thomasville, NC 27360","{'latitude': 35.94924, 'longitude': -80.12794}"
"197 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.94505, 'longitude': -80.11737}"
"259 Tob Hilton Rd, Thomasville, NC 27360","{'latitude': 35.923016, 'longitude': -80.14711}"
"468 Ledford Cir, High Point, NC 27265","{'latitude': 35.949654, 'longitude': -80.115845}"
"201 N Honey Locust Dr, Thomasville, NC 27360","{'latitude': 35.943127, 'longitude': -80.11749}"
"100 Shamrock Rd, Thomasville, NC 27360","{'latitude': 35.932053, 'longitude': -80.10982}"
"N State Highway 109, High Point, NC","{'latitude': 35.952045, 'longitude': -80.122986}"
"236 S Mohawk Dr, High Point, NC 27262","{'latitude': 35.95127, 'longitude': -80.09246}"
"558 Scenic Way, Thomasville, NC 27360","{'latitude': 35.918674, 'longitude': -80.09761}"
"645 Mahogany Dr LOT 211, Thomasville, NC 27360","{'latitude': 35.93975, 'longitude': -80.1126}"
"216 Mimosa Dr LOT 201, Thomasville, NC 27360","{'latitude': 35.940582, 'longitude': -80.11343}"
"188 Bay Tree Ln, Thomasville, NC 27360","{'latitude': 35.94433, 'longitude': -80.110664}"
"188 Bay Tree Ln #147, Thomasville, NC 27360","{'latitude': 35.944317, 'longitude': -80.1107}"
"6771 Midway School Rd, Thomasville, NC 27360","{'latitude': 35.91919, 'longitude': -80.10999}"
"287 Ironwood Dr, Thomasville, NC 27360","{'latitude': 35.942, 'longitude': -80.11384}"
"50 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.93178, 'longitude': -80.11058}"
"136 Ashbrook Rd, Thomasville, NC 27360","{'latitude': 35.943775, 'longitude': -80.111984}"
"10 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.93095, 'longitude': -80.10824}"
"196 Mimosa Dr LOT 200, Thomasville, NC 27360","{'latitude': 35.940777, 'longitude': -80.113396}"
"232 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.94455, 'longitude': -80.11728}"
"135 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.94552, 'longitude': -80.118355}"
"Shamrock Rd, Thomasville, NC 27360","{'latitude': 35.93201, 'longitude': -80.10986}"
"0 Shamrock Rd #31, Thomasville, NC 27360","{'latitude': 35.93233, 'longitude': -80.11031}"
"140 North Dr, Thomasville, NC 27360","{'latitude': 35.925026, 'longitude': -80.11533}"
"5 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.931404, 'longitude': -80.10905}"
"133 Saddlewood Ct, Thomasville, NC 27360","{'latitude': 35.945366, 'longitude': -80.11298}"
"191 Ashbrook Rd, Thomasville, NC 27360","{'latitude': 35.944664, 'longitude': -80.11245}"
"210 White Oak Rd, Thomasville, NC 27360","{'latitude': 35.94473, 'longitude': -80.11751}"
"296 Beech Ridge Rd, Thomasville, NC 27360","{'latitude': 35.946392, 'longitude': -80.117035}"
"372 Ironwood Dr, Thomasville, NC 27360","{'latitude': 35.94109, 'longitude': -80.11257}"
"242 Mimosa Dr LOT 202, Thomasville, NC 27360","{'latitude': 35.940304, 'longitude': -80.11341}"
"4747 Old Greensboro Rd, Thomasville, NC 27360","{'latitude': 35.91556, 'longitude': -80.14423}"
"106 Shamrock Rd, Thomasville, NC 27360","{'latitude': 35.9321, 'longitude': -80.109375}"
"404 Ironwood Dr, Thomasville, NC 27360","{'latitude': 35.940884, 'longitude': -80.11188}"
"404 Ironwood Dr LOT 73, Thomasville, NC 27360","{'latitude': 35.941174, 'longitude': -80.1119}"
"201 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.921276, 'longitude': -80.09016}"
"661 Mahogany Dr LOT 210, Thomasville, NC 27360","{'latitude': 35.940685, 'longitude': -80.11263}"
"186 East Dr, Thomasville, NC 27360","{'latitude': 35.923595, 'longitude': -80.11397}"
"673 Mahogany Dr LOT 209, Thomasville, NC 27360","{'latitude': 35.9404, 'longitude': -80.11273}"
"46 Windsor Cres, Thomasville, NC 27360","{'latitude': 35.93216, 'longitude': -80.110756}"
"5320 Ironwood Dr #80, Winston Salem, NC 27127","{'latitude': 35.94175, 'longitude': -80.11431}"
"5326 Ironwood Dr #81, Winston Salem, NC 27127","{'latitude': 35.94173, 'longitude': -80.114655}"
"6615 Midway School Rd, Thomasville, NC 27360","{'latitude': 35.922474, 'longitude': -80.11149}"
"206 Bay Tree Ln, Thomasville, NC 27360","{'latitude': 35.94462, 'longitude': -80.11064}"
"206 Bay Tree Ln, Thomasville, NC 27360","{'latitude': 35.94448, 'longitude': -80.11101}"
"473 Beech Ridge Rd, Thomasville, NC 27360","{'latitude': 35.946358, 'longitude': -80.113815}"
"0 State Highway 109, Thomasville, NC 27360","{'latitude': 35.935165, 'longitude': -80.113144}"
"633 Mahogany Dr LOT 212, Thomasville, NC 27360","{'latitude': 35.940144, 'longitude': -80.112175}"
"275 Echo Trl, Thomasville, NC 27360","{'latitude': 35.925762, 'longitude': -80.10527}"
"184 Mahogany Dr, Thomasville, NC 27360","{'latitude': 35.942616, 'longitude': -80.11578}"
"379 Unicorn Pl, Thomasville, NC 27360","{'latitude': 35.93416, 'longitude': -80.10533}"
"357 N Mohawk Dr, High Point, NC 27262","{'latitude': 35.95237, 'longitude': -80.094666}"
"192 Ironwood Dr, Thomasville, NC 27360","{'latitude': 35.941536, 'longitude': -80.11574}"
"318 S Myers Rd, Thomasville, NC 27360","{'latitude': 35.92407, 'longitude': -80.089355}"
"160 North Dr, Thomasville, NC 27360","{'latitude': 35.92489, 'longitude': -80.11365}"
"162 North Dr, Thomasville, NC 27360","{'latitude': 35.9249, 'longitude': -80.11401}"
"109 Mohawk Ct, High Point, NC 27262","{'latitude': 35.949905, 'longitude': -80.09295}"
"219 George Pl, Thomasville, NC 27360","{'latitude': 35.916668, 'longitude': -80.09734}"
"0 N State Highway 109, Thomasville, NC 27360","{'latitude': 35.917377, 'longitude': -80.104645}"
"60 Proctor Rd, Thomasville, NC 27360","{'latitude': 35.93411, 'longitude': -80.09039}"
"1464 Scenic Way, Thomasville, NC 27360","{'latitude': 35.929226, 'longitude': -80.10494}"
"24 Proctor Rd, Thomasville, NC 27360","{'latitude': 35.935238, 'longitude': -80.09209}"
"149 Mahogany Dr, Thomasville, NC 27360","{'latitude': 35.942753, 'longitude': -80.11613}"
"640 Walker Rd, Thomasville, NC 27360","{'latitude': 35.92063, 'longitude': -80.11872}"
"156 Cedar Bluff Ct, Thomasville, NC 27360","{'latitude': 35.94583, 'longitude': -80.11695}"
"198 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.92005, 'longitude': -80.09059}"
"3047 W Lexington Avenue Ext, High Point, NC 27265","{'latitude': 35.949284, 'longitude': -80.09099}"
"248 Ironwood Dr, Thomasville, NC 27360","{'latitude': 35.94146, 'longitude': -80.11472}"
"310 Lewis Jones Rd, High Point, NC 27265","{'latitude': 35.94702, 'longitude': -80.112144}"
"497 Mahogany Dr, Thomasville, NC 27360","{'latitude': 35.94165, 'longitude': -80.11011}"
"497 Mahogany Dr LOT 32, Thomasville, NC 27360","{'latitude': 35.941597, 'longitude': -80.11035}"
"133 Saddlewood Ct #98, Thomasville, NC 27360","{'latitude': 35.94537, 'longitude': -80.11299}"
"481 Mahogany Dr, Thomasville, NC 27360","{'latitude': 35.941936, 'longitude': -80.110275}"
"1368 Scenic Way, Thomasville, NC 27360","{'latitude': 35.92857, 'longitude': -80.104256}"
"3000 W Lexington Avenue Ext, High Point, NC 27262","{'latitude': 35.950115, 'longitude': -80.090195}"
"191 Hasty School Rd, Thomasville, NC 27360","{'latitude': 35.920776, 'longitude': -80.09194}"
"185 Beech Ridge Rd, Thomasville, NC 27360","{'latitude': 35.94633, 'longitude': -80.118965}"
"337 Pilgrims Trl, Thomasville, NC 27360","{'latitude': 35.915398, 'longitude': -80.09093}"
"307 S Mohawk Dr, High Point, NC 27262","{'latitude': 35.951332, 'longitude': -80.09366}"
